service_id,date,exception_type
288806_236913,20251016,2
288806_236913,20250324,2
288806_236913,20250410,2
288806_236913,20251013,2
288806_236913,20251007,2
288806_236913,20250428,2
288806_236913,20250423,2
288806_236913,20250520,2
288806_236913,20250416,2
288806_236913,20250506,2
288806_236913,20250407,2
288806_236913,20250422,2
288806_236913,20250509,2
288806_236913,20250523,2
288806_236913,20251020,2
288806_236918,20250103,1
288806_236918,20241227,1
288806_236918,20241225,1
288806_236918,20241223,1
288806_236918,20250106,1
288806_236918,20241231,1
288806_236918,20241230,1
288806_236918,20241226,1
288806_236918,20250102,1
288806_236918,20241224,1
288806_236918,20250101,1
288806_236919,20250417,1
288806_236919,20250620,1
288806_236919,20250421,1
288806_236919,20250508,1
288806_236919,20250502,1
288806_236919,20251028,1
288806_236919,20251117,1
288806_236919,20250418,1
288806_236919,20250420,1
288806_236920,20250103,1
288806_236920,20241227,1
288806_236920,20241225,1
288806_236920,20241223,1
288806_236920,20250106,1
288806_236920,20241231,1
288806_236920,20241230,1
288806_236920,20241226,1
288806_236920,20250102,1
288806_236920,20241224,1
288806_236920,20250101,1
288806_236921,20250417,1
288806_236921,20250620,1
288806_236921,20250421,1
288806_236921,20250508,1
288806_236921,20250502,1
288806_236921,20251028,1
288806_236921,20251117,1
288806_236921,20250418,1
288806_236921,20250420,1
288806_236923,20251017,2
288806_236923,20250401,2
288806_236923,20250425,2
288806_236923,20250317,2
288806_236923,20250521,2
288806_236923,20251023,2
288806_236923,20250408,2
288806_236923,20251009,2
288806_236923,20250505,2
288806_236923,20250513,2
288806_236923,20251022,2
288806_236923,20251001,2
288806_236923,20251024,2
288806_236923,20250321,2
288806_236923,20250930,2
288806_236923,20250512,2
288806_236923,20250327,2
288806_236923,20251027,2
288806_236923,20250404,2
288806_236923,20251015,2
288806_236923,20250326,2
288806_236923,20250429,2
288806_236923,20251003,2
288806_236923,20250522,2
288806_236923,20250414,2
288806_236923,20250402,2
288806_236923,20251021,2
288806_236923,20250320,2
288806_236923,20250430,2
288806_236923,20251008,2
288806_236923,20250515,2
288806_236923,20250328,2
288806_236923,20250331,2
288806_236923,20250929,2
288806_236923,20250519,2
288806_236923,20250415,2
288806_236923,20250514,2
288806_236923,20250409,2
288806_236923,20250516,2
288806_236923,20251002,2
288806_236923,20251014,2
288806_236923,20250319,2
288806_236923,20250403,2
288806_236923,20250507,2
288806_236923,20250424,2
288806_236923,20250325,2
288806_236923,20251010,2
288806_236923,20250411,2
288806_236923,20251006,2
288806_236923,20250318,2
288806_236923,20251016,2
288806_236923,20250324,2
288806_236923,20250410,2
288806_236923,20251013,2
288806_236923,20251007,2
288806_236923,20250428,2
288806_236923,20250423,2
288806_236923,20250520,2
288806_236923,20250416,2
288806_236923,20250506,2
288806_236923,20250407,2
288806_236923,20250422,2
288806_236923,20250509,2
288806_236923,20250523,2
288806_236923,20251020,2
288806_236925,20251017,2
288806_236925,20250401,2
288806_236925,20250425,2
288806_236925,20250317,2
288806_236925,20250521,2
288806_236925,20251023,2
288806_236925,20250408,2
288806_236925,20251009,2
288806_236925,20250505,2
288806_236925,20250513,2
288806_236925,20251022,2
288806_236925,20251001,2
288806_236925,20251024,2
288806_236925,20250321,2
288806_236925,20250930,2
288806_236925,20250512,2
288806_236925,20250327,2
288806_236925,20251027,2
288806_236925,20250404,2
288806_236925,20251015,2
288806_236925,20250326,2
288806_236925,20250429,2
288806_236925,20251003,2
288806_236925,20250522,2
288806_236925,20250414,2
288806_236925,20250402,2
288806_236925,20251021,2
288806_236925,20250320,2
288806_236925,20250430,2
288806_236925,20251008,2
288806_236925,20250515,2
288806_236925,20250328,2
288806_236925,20250331,2
288806_236925,20250929,2
288806_236925,20250519,2
288806_236925,20250415,2
288806_236925,20250514,2
288806_236925,20250409,2
288806_236925,20250516,2
288806_236925,20251002,2
288806_236925,20251014,2
288806_236925,20250319,2
288806_236925,20250403,2
288806_236925,20250507,2
288806_236925,20250424,2
288806_236925,20250325,2
288806_236925,20251010,2
288806_236925,20250411,2
288806_236925,20251006,2
288806_236925,20250318,2
288806_236925,20251016,2
288806_236925,20250324,2
288806_236925,20250410,2
288806_236925,20251013,2
288806_236925,20251007,2
288806_236925,20250428,2
288806_236925,20250423,2
288806_236925,20250520,2
288806_236925,20250416,2
288806_236925,20250506,2
288806_236925,20250407,2
288806_236925,20250422,2
288806_236925,20250509,2
288806_236925,20250523,2
288806_236925,20251020,2
288806_236926,20250103,1
288806_236926,20241227,1
288806_236926,20241225,1
288806_236926,20241223,1
288806_236926,20250106,1
288806_236926,20241231,1
288806_236926,20241230,1
288806_236926,20241226,1
288806_236926,20250102,1
288806_236926,20241224,1
288806_236926,20250101,1
288806_236927,20250417,1
288806_236927,20250620,1
288806_236927,20250421,1
288806_236927,20250508,1
288806_236927,20250502,1
288806_236927,20251028,1
288806_236927,20251117,1
288806_236927,20250418,1
288806_236927,20250420,1
288806_236928,20250103,1
288806_236928,20241227,1
288806_236928,20241225,1
288806_236928,20241223,1
288806_236928,20250106,1
288806_236928,20241231,1
288806_236928,20241230,1
288806_236928,20241226,1
288806_236928,20250102,1
288806_236928,20241224,1
288806_236928,20250101,1
288806_236929,20250417,1
288806_236929,20250620,1
288806_236929,20250421,1
288806_236929,20250508,1
288806_236929,20250502,1
288806_236929,20251028,1
288806_236929,20251117,1
288806_236929,20250418,1
288806_236929,20250420,1
288806_236934,20241231,2
288806_236934,20241224,2
288806_236935,20251017,2
288806_236935,20250401,2
288806_236935,20250425,2
288806_236935,20250317,2
288806_236935,20250521,2
288806_236935,20251023,2
288806_236935,20250408,2
288806_236935,20251009,2
288806_236935,20250505,2
288806_236935,20250513,2
288806_236935,20251022,2
288806_236935,20251001,2
288806_236935,20251024,2
288806_236935,20250321,2
288806_236935,20250930,2
288806_236935,20250512,2
288806_236935,20250327,2
288806_236935,20251027,2
288806_236935,20250404,2
288806_236935,20251015,2
288806_236935,20250326,2
288806_236935,20250429,2
288806_236935,20251003,2
288806_236935,20250522,2
288806_236935,20250414,2
288806_236935,20250402,2
288806_236935,20251021,2
288806_236935,20250320,2
288806_236935,20250430,2
288806_236935,20251008,2
288806_236935,20250515,2
288806_236935,20250328,2
288806_236935,20250331,2
288806_236935,20250929,2
288806_236935,20250519,2
288806_236935,20250415,2
288806_236935,20250514,2
288806_236935,20250409,2
288806_236935,20250516,2
288806_236935,20251002,2
288806_236935,20251014,2
288806_236935,20250319,2
288806_236935,20250403,2
288806_236935,20250507,2
288806_236935,20250424,2
288806_236935,20250325,2
288806_236935,20251010,2
288806_236935,20250411,2
288806_236935,20251006,2
288806_236935,20250318,2
288806_236935,20251016,2
288806_236935,20250324,2
288806_236935,20250410,2
288806_236935,20251013,2
288806_236935,20251007,2
288806_236935,20250428,2
288806_236935,20250423,2
288806_236935,20250520,2
288806_236935,20250416,2
288806_236935,20250506,2
288806_236935,20250407,2
288806_236935,20250422,2
288806_236935,20250509,2
288806_236935,20250523,2
288806_236935,20251020,2
288806_236936,20241231,2
288806_236936,20241224,2
288806_236937,20251017,2
288806_236937,20250401,2
288806_236937,20250425,2
288806_236937,20250317,2
288806_236937,20250521,2
288806_236937,20251023,2
288806_236937,20250408,2
288806_236937,20251009,2
288806_236937,20250505,2
288806_236937,20250513,2
288806_236937,20251022,2
288806_236937,20251001,2
288806_236937,20251024,2
288806_236937,20250321,2
288806_236937,20250930,2
288806_236937,20250512,2
288806_236937,20250327,2
288806_236937,20251027,2
288806_236937,20250404,2
288806_236937,20251015,2
288806_236937,20250326,2
288806_236937,20250429,2
288806_236937,20251003,2
288806_236937,20250522,2
288806_236937,20250414,2
288806_236937,20250402,2
288806_236937,20251021,2
288806_236937,20250320,2
288806_236937,20250430,2
288806_236937,20251008,2
288806_236937,20250515,2
288806_236937,20250328,2
288806_236937,20250331,2
288806_236937,20250929,2
288806_236937,20250519,2
288806_236937,20250415,2
288806_236937,20250514,2
288806_236937,20250409,2
288806_236937,20250516,2
288806_236937,20251002,2
288806_236937,20251014,2
288806_236937,20250319,2
288806_236937,20250403,2
288806_236937,20250507,2
288806_236937,20250424,2
288806_236937,20250325,2
288806_236937,20251010,2
288806_236937,20250411,2
288806_236937,20251006,2
288806_236937,20250318,2
288806_236937,20251016,2
288806_236937,20250324,2
288806_236937,20250410,2
288806_236937,20251013,2
288806_236937,20251007,2
288806_236937,20250428,2
288806_236937,20250423,2
288806_236937,20250520,2
288806_236937,20250416,2
288806_236937,20250506,2
288806_236937,20250407,2
288806_236937,20250422,2
288806_236937,20250509,2
288806_236937,20250523,2
288806_236937,20251020,2
288808_237550,20250106,2
288808_237550,20241225,2
288808_237550,20241226,2
288808_237550,20250101,2
288808_237551,20250421,2
288808_237551,20250420,2
288808_237552,20250106,1
288808_237552,20241225,1
288808_237552,20241226,1
288808_237552,20250101,1
288808_237553,20250421,1
288808_237553,20250420,1
288808_237560,20250106,2
288808_237560,20241225,2
288808_237560,20241226,2
288808_237560,20250101,2
288808_237561,20250421,2
288808_237561,20250420,2
288808_237562,20250106,1
288808_237562,20241225,1
288808_237562,20241226,1
288808_237562,20250101,1
288808_237563,20250421,1
288808_237563,20250420,1
288808_237577,20250106,1
288808_237577,20241225,1
288808_237577,20241226,1
288808_237577,20250101,1
288808_237578,20250421,1
288808_237578,20250420,1
288808_237579,20250106,2
288808_237579,20241225,2
288808_237579,20241226,2
288808_237579,20250101,2
288808_237580,20250421,2
288808_237580,20250420,2
288808_237597,20250106,1
288808_237597,20241225,1
288808_237597,20241226,1
288808_237597,20250101,1
288808_237598,20250421,1
288808_237598,20250420,1
288808_237599,20250106,2
288808_237599,20241225,2
288808_237599,20241226,2
288808_237599,20250101,2
288808_237600,20250421,2
288808_237600,20250420,2
288809_236968,20250106,1
288809_236968,20241225,2
288809_236968,20241226,2
288809_236968,20250101,2
288809_236969,20250421,2
288809_236969,20251119,2
288809_236969,20251031,2
288809_236969,20250609,2
288809_236969,20250529,2
288809_236969,20250501,2
288809_236969,20251003,2
288809_236969,20250418,2
288809_236970,20250106,1
288809_236970,20241225,2
288809_236970,20241226,2
288809_236970,20250101,2
288809_236971,20250421,2
288809_236971,20251119,2
288809_236971,20251031,2
288809_236971,20250609,2
288809_236971,20250529,2
288809_236971,20250501,2
288809_236971,20251003,2
288809_236971,20250418,2
288809_236983,20250106,1
288809_236983,20241225,2
288809_236983,20241226,2
288809_236983,20250101,2
288809_237006,20250106,1
288809_237006,20241225,2
288809_237006,20241226,2
288809_237006,20250101,2
288809_237733,20250106,1
288809_237733,20241225,1
288809_237733,20241226,1
288809_237733,20250101,1
288809_237734,20250106,2
288809_237734,20241225,2
288809_237734,20241226,2
288809_237734,20250101,2
288809_237976,20250106,2
288809_237976,20241225,2
288809_237976,20241226,2
288809_237976,20250101,2
288809_237977,20250421,2
288809_237977,20250420,2
288809_237992,20250106,1
288809_237992,20241225,1
288809_237992,20241226,1
288809_237992,20250101,1
288809_237993,20250106,2
288809_237993,20241225,2
288809_237993,20241226,2
288809_237993,20250101,2
288809_237994,20250421,1
288809_237994,20250420,1
288809_237995,20250421,2
288809_237995,20250420,2
288809_238006,20250106,2
288809_238006,20241225,2
288809_238006,20241226,2
288809_238006,20250101,2
288809_238007,20250421,2
288809_238007,20250420,2
288809_238019,20250106,1
288809_238019,20241225,1
288809_238019,20241226,1
288809_238019,20250101,1
288809_238020,20250106,2
288809_238020,20241225,2
288809_238020,20241226,2
288809_238020,20250101,2
288809_238021,20250421,1
288809_238021,20250420,1
288809_238022,20250421,2
288809_238022,20250420,2
288810_236964,20250106,1
288810_236964,20241225,1
288810_236964,20241226,1
288810_236964,20250101,1
288810_236965,20250421,1
288810_236965,20250420,1
288810_236966,20250106,1
288810_236966,20241225,1
288810_236966,20241226,1
288810_236966,20250101,1
288810_236967,20250421,1
288810_236967,20250420,1
288810_237601,20250106,1
288810_237601,20241225,1
288810_237601,20241226,1
288810_237601,20250101,1
288810_237602,20250421,1
288810_237602,20250420,1
288810_237604,20250106,1
288810_237604,20241225,1
288810_237604,20241226,1
288810_237604,20250101,1
288810_237605,20250421,1
288810_237605,20250420,1
288810_237612,20250106,1
288810_237612,20250105,2
288810_237613,20251111,1
288810_237613,20250430,1
288810_237613,20250421,1
288810_237613,20250814,1
288810_237613,20250618,1
288810_237613,20250620,2
288810_237613,20251109,2
288810_237613,20250815,2
288810_237613,20250502,2
288810_237613,20250420,2
288810_237614,20250106,2
288810_237614,20241225,2
288810_237614,20241226,2
288810_237614,20250101,2
288810_237615,20250421,2
288810_237615,20250420,2
288810_237623,20250106,2
288810_237623,20241225,2
288810_237623,20241226,2
288810_237623,20250101,2
288810_237624,20250421,2
288810_237624,20250420,2
288810_237625,20250105,1
288810_237625,20250106,2
288810_237626,20250620,1
288810_237626,20251109,1
288810_237626,20250815,1
288810_237626,20250502,1
288810_237626,20250420,1
288810_237626,20251111,2
288810_237626,20250430,2
288810_237626,20250421,2
288810_237626,20250814,2
288810_237626,20250618,2
288810_238364,20250106,1
288810_238364,20250105,2
288810_238365,20251111,1
288810_238365,20250430,1
288810_238365,20250421,1
288810_238365,20250814,1
288810_238365,20250618,1
288810_238365,20250620,2
288810_238365,20251109,2
288810_238365,20250815,2
288810_238365,20250502,2
288810_238365,20250420,2
288810_238370,20250106,2
288810_238370,20241225,2
288810_238370,20241226,2
288810_238370,20250101,2
288810_238371,20250421,2
288810_238371,20250420,2
288810_238373,20250105,1
288810_238373,20250106,2
288810_238374,20250620,1
288810_238374,20251109,1
288810_238374,20250815,1
288810_238374,20250502,1
288810_238374,20250420,1
288810_238374,20251111,2
288810_238374,20250430,2
288810_238374,20250421,2
288810_238374,20250814,2
288810_238374,20250618,2
288810_238375,20250106,2
288810_238375,20241225,2
288810_238375,20241226,2
288810_238375,20250101,2
288810_238376,20250421,2
288810_238376,20250420,2
288815_237023,20250106,1
288815_237023,20241225,1
288815_237023,20241226,1
288815_237023,20250101,1
288815_237025,20250421,1
288815_237025,20250420,1
288815_237026,20250106,1
288815_237026,20241225,1
288815_237026,20241226,1
288815_237026,20250101,1
288815_237028,20250421,1
288815_237028,20250420,1
288815_237153,20250106,1
288815_237153,20241225,1
288815_237153,20241226,1
288815_237153,20250101,1
288815_237155,20250421,1
288815_237155,20250420,1
288815_237323,20250106,1
288815_237323,20241225,1
288815_237323,20241226,1
288815_237323,20250101,1
288815_237325,20250421,1
288815_237325,20250420,1
288815_237326,20250106,1
288815_237326,20241225,1
288815_237326,20241226,1
288815_237326,20250101,1
288815_237328,20250421,1
288815_237328,20250420,1
288816_237032,20250106,2
288816_237032,20241225,2
288816_237032,20241226,2
288816_237032,20250101,2
288816_237033,20250421,2
288816_237033,20250420,2
288816_237034,20250106,1
288816_237034,20241225,1
288816_237034,20241226,1
288816_237034,20250101,1
288816_237035,20250421,1
288816_237035,20250420,1
288816_237036,20250106,2
288816_237036,20241225,2
288816_237036,20241226,2
288816_237036,20250101,2
288816_237037,20250421,2
288816_237037,20250420,2
288816_237042,20250106,2
288816_237042,20241225,2
288816_237042,20241226,2
288816_237042,20250101,2
288816_237043,20250421,2
288816_237043,20250420,2
288816_237044,20250106,1
288816_237044,20241225,1
288816_237044,20241226,1
288816_237044,20250101,1
288816_237045,20250421,1
288816_237045,20250420,1
288816_237048,20250106,1
288816_237048,20241225,1
288816_237048,20241226,1
288816_237048,20250101,1
288816_237049,20250421,1
288816_237049,20250420,1
288816_237052,20250106,1
288816_237052,20241225,1
288816_237052,20241226,1
288816_237052,20250101,1
288816_237053,20250421,1
288816_237053,20250420,1
288816_237056,20250106,1
288816_237056,20241225,1
288816_237056,20241226,1
288816_237056,20250101,1
288816_237057,20250421,1
288816_237057,20250420,1
288816_237058,20250106,2
288816_237058,20241225,2
288816_237058,20241226,2
288816_237058,20250101,2
288816_237059,20250421,2
288816_237059,20250420,2
288816_237060,20250106,2
288816_237060,20241225,2
288816_237060,20241226,2
288816_237060,20250101,2
288816_237061,20250421,2
288816_237061,20250420,2
288816_237066,20250106,1
288816_237066,20241225,1
288816_237066,20241226,1
288816_237066,20250101,1
288816_237067,20250421,1
288816_237067,20250420,1
288816_237068,20250106,2
288816_237068,20241225,2
288816_237068,20241226,2
288816_237068,20250101,2
288816_237069,20250421,2
288816_237069,20250420,2
288816_237074,20250106,2
288816_237074,20241225,2
288816_237074,20241226,2
288816_237074,20250101,2
288816_237075,20250421,2
288816_237075,20250420,2
288816_237078,20250106,1
288816_237078,20241225,1
288816_237078,20241226,1
288816_237078,20250101,1
288816_237079,20250421,1
288816_237079,20250420,1
288816_237084,20250106,1
288816_237084,20241225,1
288816_237084,20241226,1
288816_237084,20250101,1
288816_237085,20250421,1
288816_237085,20250420,1
288816_237086,20250106,2
288816_237086,20241225,2
288816_237086,20241226,2
288816_237086,20250101,2
288816_237087,20250421,2
288816_237087,20250420,2
288816_237090,20250106,2
288816_237090,20241225,2
288816_237090,20241226,2
288816_237090,20250101,2
288816_237091,20250421,2
288816_237091,20250420,2
288817_237054,20250106,2
288817_237054,20241225,2
288817_237054,20241226,2
288817_237054,20250101,2
288817_237055,20250421,2
288817_237055,20250420,2
288817_237064,20250106,2
288817_237064,20241225,2
288817_237064,20241226,2
288817_237064,20250101,2
288817_237065,20250421,2
288817_237065,20250420,2
288817_237076,20250106,2
288817_237076,20241225,2
288817_237076,20241226,2
288817_237076,20250101,2
288817_237077,20250421,2
288817_237077,20250420,2
288817_237092,20250106,1
288817_237092,20241225,1
288817_237092,20241226,1
288817_237092,20250101,1
288817_237093,20250421,1
288817_237093,20250420,1
288820_237395,20250106,2
288820_237395,20241225,2
288820_237395,20241226,2
288820_237395,20250101,2
288820_237396,20250421,2
288820_237396,20250420,2
288820_237397,20250106,1
288820_237397,20241225,1
288820_237397,20241226,1
288820_237397,20250101,1
288820_237398,20250421,1
288820_237398,20250420,1
288822_237120,20250106,2
288822_237120,20241225,2
288822_237120,20241226,2
288822_237120,20250101,2
288822_237122,20250421,2
288822_237122,20250420,2
288822_237123,20250106,1
288822_237123,20241225,1
288822_237123,20241226,1
288822_237123,20250101,1
288822_237124,20250421,1
288822_237124,20250420,1
288822_237125,20250106,1
288822_237125,20241225,1
288822_237125,20241226,1
288822_237125,20250101,1
288822_237126,20250421,1
288822_237126,20250420,1
288822_237127,20250106,2
288822_237127,20241225,2
288822_237127,20241226,2
288822_237127,20250101,2
